criterion,max_depth,min_samples_split,min_samples_leaf,ccp_alpha,class_weight,tree_depth,leaf_count,val_accuracy,val_macro_f1
gini,8.0,2,10,0.001,balanced,8,52,0.6606334841628959,0.6322730634558592
gini,8.0,5,10,0.001,balanced,8,52,0.6606334841628959,0.6322730634558592
gini,8.0,10,10,0.001,balanced,8,52,0.6606334841628959,0.6322730634558592
gini,10.0,2,1,0.001,balanced,10,96,0.669683257918552,0.6311074871397682
gini,10.0,5,1,0.001,balanced,10,96,0.669683257918552,0.6311074871397682
entropy,12.0,2,10,0.001,balanced,12,147,0.6628959276018099,0.6307879453774917
entropy,12.0,5,10,0.001,balanced,12,147,0.6628959276018099,0.6307879453774917
entropy,12.0,10,10,0.001,balanced,12,147,0.6628959276018099,0.6307879453774917
log_loss,12.0,2,10,0.001,balanced,12,147,0.6628959276018099,0.6307879453774917
log_loss,12.0,5,10,0.001,balanced,12,147,0.6628959276018099,0.6307879453774917
log_loss,12.0,10,10,0.001,balanced,12,147,0.6628959276018099,0.6307879453774917
gini,8.0,2,10,0.0,balanced,8,87,0.6628959276018099,0.6307679543686803
gini,8.0,5,10,0.0,balanced,8,87,0.6628959276018099,0.6307679543686803
gini,8.0,10,10,0.0,balanced,8,87,0.6628959276018099,0.6307679543686803
gini,,5,1,0.001,balanced,17,108,0.6719457013574661,0.6307058793813805
gini,10.0,5,2,0.0,balanced,10,203,0.669683257918552,0.6306224215471635
gini,6.0,2,5,0.001,balanced,6,40,0.6561085972850679,0.6306154468752091
gini,6.0,5,5,0.001,balanced,6,40,0.6561085972850679,0.6306154468752091
gini,6.0,10,5,0.001,balanced,6,40,0.6561085972850679,0.6306154468752091
entropy,8.0,2,5,0.0,balanced,8,107,0.6538461538461539,0.6298183578427451
entropy,8.0,5,5,0.0,balanced,8,107,0.6538461538461539,0.6298183578427451
entropy,8.0,10,5,0.0,balanced,8,107,0.6538461538461539,0.6298183578427451
log_loss,8.0,2,5,0.0,balanced,8,107,0.6538461538461539,0.6298183578427451
log_loss,8.0,5,5,0.0,balanced,8,107,0.6538461538461539,0.6298183578427451
log_loss,8.0,10,5,0.0,balanced,8,107,0.6538461538461539,0.6298183578427451
entropy,,2,10,0.001,balanced,15,159,0.665158371040724,0.6296069800379239
entropy,,5,10,0.001,balanced,15,159,0.665158371040724,0.6296069800379239
entropy,,10,10,0.001,balanced,15,159,0.665158371040724,0.6296069800379239
log_loss,,2,10,0.001,balanced,15,159,0.665158371040724,0.6296069800379239
log_loss,,5,10,0.001,balanced,15,159,0.665158371040724,0.6296069800379239
log_loss,,10,10,0.001,balanced,15,159,0.665158371040724,0.6296069800379239
entropy,12.0,10,1,0.0,balanced,12,221,0.667420814479638,0.6295556217408284
log_loss,12.0,10,1,0.0,balanced,12,221,0.667420814479638,0.6295556217408284
gini,12.0,2,1,0.001,balanced,11,97,0.667420814479638,0.6294747450266525
gini,12.0,5,1,0.001,balanced,11,97,0.667420814479638,0.6294747450266525
entropy,8.0,2,5,0.001,balanced,8,97,0.6538461538461539,0.6290155984812472
entropy,8.0,5,5,0.001,balanced,8,97,0.6538461538461539,0.6290155984812472
entropy,8.0,10,5,0.001,balanced,8,97,0.6538461538461539,0.6290155984812472
log_loss,8.0,2,5,0.001,balanced,8,97,0.6538461538461539,0.6290155984812472
log_loss,8.0,5,5,0.001,balanced,8,97,0.6538461538461539,0.6290155984812472
log_loss,8.0,10,5,0.001,balanced,8,97,0.6538461538461539,0.6290155984812472
gini,6.0,2,5,0.0,balanced,6,49,0.6538461538461539,0.6289934650787946
gini,6.0,5,5,0.0,balanced,6,49,0.6538461538461539,0.6289934650787946
gini,6.0,10,5,0.0,balanced,6,49,0.6538461538461539,0.6289934650787946
entropy,6.0,2,10,0.003,balanced,6,32,0.6493212669683258,0.628892453981599
entropy,6.0,5,10,0.003,balanced,6,32,0.6493212669683258,0.628892453981599
entropy,6.0,10,10,0.003,balanced,6,32,0.6493212669683258,0.628892453981599
log_loss,6.0,2,10,0.003,balanced,6,32,0.6493212669683258,0.628892453981599
log_loss,6.0,5,10,0.003,balanced,6,32,0.6493212669683258,0.628892453981599
log_loss,6.0,10,10,0.003,balanced,6,32,0.6493212669683258,0.628892453981599
gini,10.0,2,2,0.001,balanced,10,102,0.667420814479638,0.6287493952588292
gini,10.0,5,2,0.001,balanced,10,102,0.667420814479638,0.6287493952588292
gini,,2,2,0.001,balanced,17,114,0.669683257918552,0.6284227820372399
gini,6.0,2,10,0.001,balanced,6,36,0.6493212669683258,0.6279037213093264
gini,6.0,5,10,0.001,balanced,6,36,0.6493212669683258,0.6279037213093264
gini,6.0,10,10,0.001,balanced,6,36,0.6493212669683258,0.6279037213093264
gini,10.0,10,1,0.001,balanced,10,91,0.665158371040724,0.6278434405249772
entropy,8.0,2,1,0.0,balanced,8,124,0.6515837104072398,0.6278310072771288
entropy,8.0,2,1,0.001,balanced,8,113,0.6515837104072398,0.6278310072771288
log_loss,8.0,2,1,0.0,balanced,8,124,0.6515837104072398,0.6278310072771288
log_loss,8.0,2,1,0.001,balanced,8,113,0.6515837104072398,0.6278310072771288
gini,12.0,10,2,0.0,balanced,12,208,0.669683257918552,0.6277745799561338
gini,10.0,2,5,0.0,balanced,10,165,0.6583710407239819,0.6277575049871066
gini,10.0,5,5,0.0,balanced,10,165,0.6583710407239819,0.6277575049871066
gini,10.0,10,5,0.0,balanced,10,165,0.6583710407239819,0.6277575049871066
entropy,12.0,10,1,0.001,balanced,12,212,0.665158371040724,0.6277495092164767
log_loss,12.0,10,1,0.001,balanced,12,212,0.665158371040724,0.6277495092164767
entropy,8.0,2,2,0.0,balanced,8,119,0.6515837104072398,0.6275001802581297
entropy,8.0,2,2,0.001,balanced,8,106,0.6515837104072398,0.6275001802581297
entropy,8.0,5,2,0.0,balanced,8,116,0.6515837104072398,0.6275001802581297
entropy,8.0,5,2,0.001,balanced,8,106,0.6515837104072398,0.6275001802581297
log_loss,8.0,2,2,0.0,balanced,8,119,0.6515837104072398,0.6275001802581297
log_loss,8.0,2,2,0.001,balanced,8,106,0.6515837104072398,0.6275001802581297
log_loss,8.0,5,2,0.0,balanced,8,116,0.6515837104072398,0.6275001802581297
log_loss,8.0,5,2,0.001,balanced,8,106,0.6515837104072398,0.6275001802581297
gini,10.0,2,2,0.0,balanced,10,216,0.667420814479638,0.6273220915141603
gini,,2,1,0.001,balanced,17,108,0.669683257918552,0.627192826270079
gini,12.0,2,2,0.001,balanced,11,103,0.665158371040724,0.6271228104907894
gini,12.0,5,2,0.001,balanced,11,103,0.665158371040724,0.6271228104907894
gini,12.0,5,2,0.0,balanced,12,275,0.669683257918552,0.6264706484739501
entropy,12.0,5,1,0.0,balanced,12,284,0.665158371040724,0.6264586773798526
log_loss,12.0,5,1,0.0,balanced,12,284,0.665158371040724,0.6264586773798526
gini,12.0,10,1,0.001,balanced,11,92,0.6628959276018099,0.6262134530330415
gini,12.0,10,1,0.0,balanced,12,218,0.667420814479638,0.625924494154817
entropy,12.0,2,10,0.0,balanced,12,164,0.6583710407239819,0.6256881563083478
entropy,12.0,5,10,0.0,balanced,12,164,0.6583710407239819,0.6256881563083478
entropy,12.0,10,10,0.0,balanced,12,164,0.6583710407239819,0.6256881563083478
log_loss,12.0,2,10,0.0,balanced,12,164,0.6583710407239819,0.6256881563083478
log_loss,12.0,5,10,0.0,balanced,12,164,0.6583710407239819,0.6256881563083478
log_loss,12.0,10,10,0.0,balanced,12,164,0.6583710407239819,0.6256881563083478
gini,6.0,2,1,0.0,balanced,6,53,0.6515837104072398,0.6256719262851772
gini,6.0,5,1,0.0,balanced,6,53,0.6515837104072398,0.6256719262851772
gini,6.0,10,1,0.0,balanced,6,50,0.6515837104072398,0.6256719262851772
gini,10.0,10,2,0.001,balanced,10,97,0.6628959276018099,0.6254975770162686
gini,6.0,2,1,0.001,balanced,6,42,0.6515837104072398,0.6253212364206379
gini,6.0,2,2,0.001,balanced,6,42,0.6515837104072398,0.6253212364206379
gini,6.0,5,1,0.001,balanced,6,42,0.6515837104072398,0.6253212364206379
gini,6.0,5,2,0.001,balanced,6,42,0.6515837104072398,0.6253212364206379
gini,6.0,10,1,0.001,balanced,6,41,0.6515837104072398,0.6253212364206379
gini,6.0,10,2,0.001,balanced,6,41,0.6515837104072398,0.6253212364206379
gini,,5,2,0.001,balanced,17,114,0.667420814479638,0.6249221822547311
gini,6.0,2,10,0.0,balanced,6,44,0.6470588235294118,0.6248888888888889
gini,6.0,5,10,0.0,balanced,6,44,0.6470588235294118,0.6248888888888889
gini,6.0,10,10,0.0,balanced,6,44,0.6470588235294118,0.6248888888888889
entropy,12.0,5,1,0.001,balanced,12,259,0.6628959276018099,0.6247245960521687
log_loss,12.0,5,1,0.001,balanced,12,259,0.6628959276018099,0.6247245960521687
entropy,12.0,2,2,0.001,balanced,12,244,0.6606334841628959,0.6246296380339857
log_loss,12.0,2,2,0.001,balanced,12,244,0.6606334841628959,0.6246296380339857
entropy,,2,10,0.0,balanced,16,181,0.6606334841628959,0.6244222749878915
entropy,,5,10,0.0,balanced,16,181,0.6606334841628959,0.6244222749878915
entropy,,10,10,0.0,balanced,16,181,0.6606334841628959,0.6244222749878915
log_loss,,2,10,0.0,balanced,16,181,0.6606334841628959,0.6244222749878915
log_loss,,5,10,0.0,balanced,16,181,0.6606334841628959,0.6244222749878915
log_loss,,10,10,0.0,balanced,16,181,0.6606334841628959,0.6244222749878915
gini,,10,1,0.001,balanced,17,103,0.665158371040724,0.6239430738897678
gini,12.0,10,2,0.001,balanced,11,98,0.6606334841628959,0.6238735758394806
gini,12.0,2,5,0.001,balanced,11,90,0.6561085972850679,0.6237602448386762
gini,12.0,5,5,0.001,balanced,11,90,0.6561085972850679,0.6237602448386762
gini,12.0,10,5,0.001,balanced,11,90,0.6561085972850679,0.6237602448386762
gini,6.0,2,2,0.0,balanced,6,53,0.6493212669683258,0.6237073122069631
gini,6.0,5,2,0.0,balanced,6,53,0.6493212669683258,0.6237073122069631
gini,6.0,10,2,0.0,balanced,6,49,0.6493212669683258,0.6237073122069631
entropy,12.0,5,2,0.001,balanced,12,234,0.6606334841628959,0.6235250844929183
log_loss,12.0,5,2,0.001,balanced,12,234,0.6606334841628959,0.6235250844929183
gini,12.0,2,2,0.0,balanced,12,298,0.669683257918552,0.6234365613544693
gini,,2,5,0.001,balanced,15,97,0.6583710407239819,0.6229912702538493
gini,,5,5,0.001,balanced,15,97,0.6583710407239819,0.6229912702538493
gini,,10,5,0.001,balanced,15,97,0.6583710407239819,0.6229912702538493
entropy,12.0,10,2,0.001,balanced,12,206,0.6583710407239819,0.6224343112996348
log_loss,12.0,10,2,0.001,balanced,12,206,0.6583710407239819,0.6224343112996348
gini,10.0,2,5,0.001,balanced,10,88,0.6538461538461539,0.6221372333311762
gini,10.0,5,5,0.001,balanced,10,88,0.6538461538461539,0.6221372333311762
gini,10.0,10,5,0.001,balanced,10,88,0.6538461538461539,0.6221372333311762
entropy,12.0,2,5,0.0,balanced,12,222,0.6606334841628959,0.6220071643182749
entropy,12.0,5,5,0.0,balanced,12,222,0.6606334841628959,0.6220071643182749
entropy,12.0,10,5,0.0,balanced,12,222,0.6606334841628959,0.6220071643182749
log_loss,12.0,2,5,0.0,balanced,12,222,0.6606334841628959,0.6220071643182749
log_loss,12.0,5,5,0.0,balanced,12,222,0.6606334841628959,0.6220071643182749
log_loss,12.0,10,5,0.0,balanced,12,222,0.6606334841628959,0.6220071643182749
gini,,10,2,0.001,balanced,17,109,0.6628959276018099,0.6216849029843275
entropy,12.0,2,2,0.0,balanced,12,311,0.6561085972850679,0.621125197806416
log_loss,12.0,2,2,0.0,balanced,12,311,0.6561085972850679,0.621125197806416
entropy,12.0,10,2,0.0,balanced,12,219,0.6561085972850679,0.6205992996641116
log_loss,12.0,10,2,0.0,balanced,12,219,0.6561085972850679,0.6205992996641116
gini,10.0,2,10,0.001,balanced,10,64,0.6470588235294118,0.6187166307867152
gini,10.0,5,10,0.001,balanced,10,64,0.6470588235294118,0.6187166307867152
gini,10.0,10,10,0.001,balanced,10,64,0.6470588235294118,0.6187166307867152
entropy,12.0,2,5,0.001,balanced,12,193,0.6583710407239819,0.6175652810170577
entropy,12.0,5,5,0.001,balanced,12,193,0.6583710407239819,0.6175652810170577
entropy,12.0,10,5,0.001,balanced,12,193,0.6583710407239819,0.6175652810170577
log_loss,12.0,2,5,0.001,balanced,12,193,0.6583710407239819,0.6175652810170577
log_loss,12.0,5,5,0.001,balanced,12,193,0.6583710407239819,0.6175652810170577
log_loss,12.0,10,5,0.001,balanced,12,193,0.6583710407239819,0.6175652810170577
gini,,5,1,0.0,balanced,34,489,0.6787330316742082,0.6169911439897122
entropy,8.0,5,1,0.0,balanced,8,120,0.6425339366515838,0.6161077879087055
entropy,8.0,5,1,0.001,balanced,8,116,0.6425339366515838,0.6161077879087055
log_loss,8.0,5,1,0.0,balanced,8,120,0.6425339366515838,0.6161077879087055
log_loss,8.0,5,1,0.001,balanced,8,116,0.6425339366515838,0.6161077879087055
gini,12.0,2,10,0.001,balanced,11,69,0.6470588235294118,0.616061776061776
gini,12.0,5,10,0.001,balanced,11,69,0.6470588235294118,0.616061776061776
gini,12.0,10,10,0.001,balanced,11,69,0.6470588235294118,0.616061776061776
entropy,12.0,5,2,0.0,balanced,12,282,0.6515837104072398,0.6157917791005665
log_loss,12.0,5,2,0.0,balanced,12,282,0.6515837104072398,0.6157917791005665
gini,10.0,2,10,0.0,balanced,10,122,0.6425339366515838,0.6082865693976806
gini,10.0,5,10,0.0,balanced,10,122,0.6425339366515838,0.6082865693976806
gini,10.0,10,10,0.0,balanced,10,122,0.6425339366515838,0.6082865693976806
gini,,2,5,0.0,balanced,23,295,0.6447963800904978,0.6067660443341024
gini,,5,5,0.0,balanced,23,295,0.6447963800904978,0.6067660443341024
gini,,10,5,0.0,balanced,23,295,0.6447963800904978,0.6067660443341024
gini,,2,10,0.001,balanced,13,72,0.6425339366515838,0.6065145423790738
gini,,5,10,0.001,balanced,13,72,0.6425339366515838,0.6065145423790738
gini,,10,10,0.001,balanced,13,72,0.6425339366515838,0.6065145423790738
entropy,,10,1,0.0,balanced,23,344,0.6515837104072398,0.6031221393716844
log_loss,,10,1,0.0,balanced,23,344,0.6515837104072398,0.6031221393716844
entropy,,2,5,0.0,balanced,20,313,0.6470588235294118,0.6014407091430402
entropy,,5,5,0.0,balanced,20,313,0.6470588235294118,0.6014407091430402
entropy,,10,5,0.0,balanced,20,313,0.6470588235294118,0.6014407091430402
log_loss,,2,5,0.0,balanced,20,313,0.6470588235294118,0.6014407091430402
log_loss,,5,5,0.0,balanced,20,313,0.6470588235294118,0.6014407091430402
log_loss,,10,5,0.0,balanced,20,313,0.6470588235294118,0.6014407091430402
entropy,,2,1,0.0,balanced,26,579,0.665158371040724,0.6013514799657371
log_loss,,2,1,0.0,balanced,26,579,0.665158371040724,0.6013514799657371
gini,12.0,2,10,0.0,balanced,12,147,0.6425339366515838,0.6013232042297242
gini,12.0,5,10,0.0,balanced,12,147,0.6425339366515838,0.6013232042297242
gini,12.0,10,10,0.0,balanced,12,147,0.6425339366515838,0.6013232042297242
entropy,,10,1,0.001,balanced,23,330,0.6470588235294118,0.5996107588871556
log_loss,,10,1,0.001,balanced,23,330,0.6470588235294118,0.5996107588871556
entropy,,5,1,0.0,balanced,24,467,0.6561085972850679,0.5971941638608306
log_loss,,5,1,0.0,balanced,24,467,0.6561085972850679,0.5971941638608306
gini,,2,10,0.0,balanced,17,174,0.6425339366515838,0.5969428238667387
gini,,5,10,0.0,balanced,17,174,0.6425339366515838,0.5969428238667387
gini,,10,10,0.0,balanced,17,174,0.6425339366515838,0.5969428238667387
entropy,,2,5,0.001,balanced,19,266,0.6447963800904978,0.5966360903335693
entropy,,5,5,0.001,balanced,19,266,0.6447963800904978,0.5966360903335693
entropy,,10,5,0.001,balanced,19,266,0.6447963800904978,0.5966360903335693
log_loss,,2,5,0.001,balanced,19,266,0.6447963800904978,0.5966360903335693
log_loss,,5,5,0.001,balanced,19,266,0.6447963800904978,0.5966360903335693
log_loss,,10,5,0.001,balanced,19,266,0.6447963800904978,0.5966360903335693
gini,,10,2,0.0,balanced,27,332,0.6493212669683258,0.5962516212927068
entropy,,2,2,0.001,balanced,23,387,0.6493212669683258,0.5955816640833064
log_loss,,2,2,0.001,balanced,23,387,0.6493212669683258,0.5955816640833064
entropy,,2,1,0.001,balanced,25,445,0.6515837104072398,0.5953005913379101
log_loss,,2,1,0.001,balanced,25,445,0.6515837104072398,0.5953005913379101
entropy,,5,2,0.001,balanced,23,380,0.6493212669683258,0.5943298187970937
log_loss,,5,2,0.001,balanced,23,380,0.6493212669683258,0.5943298187970937
entropy,,5,1,0.001,balanced,24,425,0.6470588235294118,0.5907461713913327
log_loss,,5,1,0.001,balanced,24,425,0.6470588235294118,0.5907461713913327
gini,,10,1,0.0,balanced,34,371,0.6425339366515838,0.5905603394470104
entropy,,10,2,0.001,balanced,22,310,0.6402714932126696,0.589814662046967
log_loss,,10,2,0.001,balanced,22,310,0.6402714932126696,0.589814662046967
entropy,,2,2,0.0,balanced,24,487,0.6402714932126696,0.5886145708861615
log_loss,,2,2,0.0,balanced,24,487,0.6402714932126696,0.5886145708861615
entropy,,10,2,0.0,balanced,22,333,0.6380090497737556,0.5880386599811059
log_loss,,10,2,0.0,balanced,22,333,0.6380090497737556,0.5880386599811059
entropy,,5,2,0.0,balanced,24,459,0.6402714932126696,0.5869766027855903
log_loss,,5,2,0.0,balanced,24,459,0.6402714932126696,0.5869766027855903
gini,,2,1,0.0,balanced,34,634,0.6515837104072398,0.5833620241542959
gini,,2,2,0.0,balanced,29,506,0.6447963800904978,0.5817271728473914
gini,,5,2,0.0,balanced,29,463,0.6289592760180995,0.5648983300265192
